orient,distractor,kappa,subject,resp,respRT,acc,traj
98,1,100,3,96,1.447398901,-2,86
123,1,50,3,129,0.894351959,6,-50
77,1,50,3,68.5,2.223738194,-8.5,-5.5
40,0.15,50,3,55,2.517878056,15,-40
81,0,5000,3,82,1.764862061,1,80
104,0,5000,3,118,1.200208187,14,-22
76,1,50,3,76,0.812207937,0,-24
104,0,5000,3,111.5,1.24720192,7.5,-11.5
115,0.15,5000,3,124,1.047272921,9,40
1,0.15,100,3,165,2.306104183,-16,8
75,0,50,3,71,1.247539043,-4,-30
129,0.15,50,3,152,1.388447046,23,102
28,0,50,3,29,1.129801035,1,-90
93,0,5000,3,90,1.659031153,-3,-37
157,0.15,100,3,169,1.600597858,12,86
96,1,100,3,90.5,2.035530806,-5.5,83.5
20,1,5000,3,20,0.565185785,0,16
157,0.15,5000,3,163,0.612087011,6,146
165,1,100,3,158,0.894365072,-7,-14
32,0,100,3,47,2.400588036,15,-51
17,1,50,3,21,1.059015036,4,-156
50,1,5000,3,45,1.106121063,-5,32
116,0,5000,3,126,0.800226927,10,18
139,0.15,50,3,130,0.718093157,-9,52
7,1,5000,3,29,1.259065866,22,-76
63,0,5000,3,67,1.659023046,4,-22
103,0,100,3,101,0.988454819,-2,52
180,0.15,50,3,6,1.059056044,6,-50
22,0.15,5000,3,12,2.294322968,-10,1
104,0,50,3,102.5,2.012187004,-1.5,9.5
60,1,100,3,50,1.388619184,-10,-110
66,1,50,3,60,0.670815945,-6,-36
35,1,100,3,25,2.071169853,-10,-126
15,0.15,100,3,18,1.341398954,3,-74
57,0.15,50,3,49,0.729630947,-8,-22
63,1,5000,3,53,0.929605961,-10,-14
103,0,50,3,78,1.106557131,-25,68
35,0.15,5000,3,21,1.047639132,-14,-158
61,0,5000,3,60,1.388376951,-1,-14
86,0,100,3,74,2.047361851,-12,-21
45,0,5000,3,48,1.024163961,3,46
101,0.15,100,3,100,1.259049892,-1,-40
5,0.15,5000,3,12,1.200246096,7,-88
4,0,100,3,15,1.200578928,11,-108
149,1,5000,3,146,1.353441954,-3,62
53,0.15,100,3,29,0.729779959,-24,-128
7,1,50,3,159,2.294344902,-28,58
148,0,100,3,26,0.576709032,58,-24
133,1,50,3,131,0.964879036,-2,12
33,1,50,3,37,0.964928865,4,-90
47,0.15,100,3,43,1.294335842,-4,-40
33,0,50,3,25,0.67137599,-8,18
157,0.15,50,3,154,0.847309113,-3,150
93,0.15,5000,3,88.5,2.541622162,-4.5,71.5
23,0.15,100,3,23.5,1.647686958,0.5,-148.5
174,0.15,50,3,154,1.906200886,-20,56
77,1,100,3,71,0.953171968,-6,-106
54,1,100,3,57,0.89429307,3,44
35,0,50,3,62,1.000236034,27,-46
176,1,5000,3,162.5,2.235558033,-13.5,84.5
78,0,50,3,79,0.647295952,1,-26
135,0,5000,3,111,0.588718176,-24,22
117,0,100,3,124.5,1.871184111,7.5,75.5
1,1,5000,3,10,1.035542965,9,-46
150,0,100,3,151,2.04728508,1,140
48,0.15,5000,3,59,2.047360897,11,-34
42,0.15,100,3,39.5,1.87083602,-2.5,-120.5
90,1,50,3,70,1.200603008,-20,-26
124,0.15,100,3,107,2.553509951,-17,-44
170,1,50,3,176,1.035493851,6,84
162,0,5000,3,160.5,2.388442039,-1.5,89.5
61,0.15,100,3,75.5,1.31785512,14.5,8.5
64,1,50,3,56,0.847295046,-8,46
155,0,5000,3,141,1.306086063,-14,-38
96,0,100,3,92,0.647283077,-4,18
50,1,100,3,55,0.870804071,5,-40
48,0.15,5000,3,54,1.647529125,6,52
159,0.15,50,3,168,1.141793013,9,28
164,0,50,3,164,1.247257948,0,64
158,1,50,3,164,2.141385078,6,41
3,0.15,100,3,24,1.212067842,21,-60
180,0,50,3,5,0.694690943,5,-152
61,0.15,50,3,63,0.964942932,2,-38
2,1,100,3,12,0.729542017,10,-38
33,1,5000,3,53,1.341583014,20,-66
140,1,100,3,171,1.953155994,31,44
74,0,50,3,67,0.835508823,-7,-16
86,0.15,100,3,75,1.235788107,-11,68
115,0,50,3,92,1.670804977,-23,88
22,1,50,3,19,2.164921999,-3,2
164,0.15,50,3,164.5,1.11787796,0.5,-7.5
116,1,50,3,110,1.012164116,-6,12
157,0,100,3,159,0.54183197,2,-18
43,1,50,3,27,0.764936924,-16,14
163,0.15,5000,3,164,1.541408062,1,56
86,0.15,50,3,86,0.882973909,0,8
144,0.15,5000,3,147,0.859148979,3,42
54,0,100,3,69,0.824126959,15,-20
66,0.15,5000,3,75,2.388461113,9,26
156,0.15,5000,3,146,1.235919952,-10,90
60,1,5000,3,77,2.011967182,17,66
57,0,50,3,60.5,1.388445854,3.5,-32.5
134,0,5000,3,138,0.647300005,4,-22
10,0,5000,3,43.5,2.364923,33.5,-52.5
58,0.15,5000,3,47,1.270823956,-11,-104
92,0,5000,3,84.5,1.717983007,-7.5,-7.5
116,0.15,100,3,103,1.459109068,-13,32
132,1,50,3,109,0.929626942,-23,42
84,1,50,3,80,1.812068939,-4,70
151,0.15,5000,3,155,0.870913982,4,-24
69,0.15,50,3,56,0.70638299,-13,-18
34,0,5000,3,71,0.80022192,37,-24
79,0.15,5000,3,48,2.00031805,-31,46
98,1,100,4,NaN,0,NaN,0
42,0,100,4,72,2.212118149,30,-72
35,1,50,4,NaN,0,NaN,0
132,1,50,4,72,1.765245199,-60,-24
119,0,50,4,32,2.423804998,-87,12
51,0,100,4,12,2.223848104,-39,-62
50,1,50,4,NaN,0,NaN,0
161,1,5000,4,149,1.294313908,-12,106
72,0.15,100,4,NaN,0,NaN,0
97,0.15,100,4,141,2.44727397,44,78
151,0.15,5000,4,NaN,0,NaN,0
55,1,100,4,24,1.070891857,-31,-100
178,0.15,5000,4,NaN,0,NaN,0
63,0,5000,4,69,2.517869949,6,-54
132,0,100,4,NaN,0,NaN,0
150,0.15,100,4,161,1.176665068,11,18
39,0.15,5000,4,NaN,0,NaN,0
27,0,100,4,19,0.671236992,-8,-138
174,1,5000,4,NaN,0,NaN,0
57,0.15,100,4,15,2.400148869,-42,-32
80,1,5000,4,NaN,0,NaN,0
19,1,50,4,7,1.223726034,-12,-84
147,0.15,5000,4,NaN,0,NaN,0
85,0.15,100,4,111,1.106072903,26,96
178,0.15,100,4,NaN,0,NaN,0
173,1,100,4,123,1.023729086,-50,44
103,1,5000,4,NaN,0,NaN,0
138,1,5000,4,59,1.329853058,-79,-44
2,1,100,4,NaN,0,NaN,0
49,0,5000,4,6,1.71812582,-43,-36
20,0,5000,4,NaN,0,NaN,0
174,1,50,4,9,1.318081856,15,-128
13,1,100,4,NaN,0,NaN,0
161,0,100,4,NaN,0,NaN,0
98,0.15,50,4,NaN,0,NaN,0
44,0.15,5000,4,66,1.682581902,22,-50
173,1,50,4,13,1.388442993,20,-104
91,1,100,4,89,1.141693115,-2,-38
99,0,50,4,86,2.400469065,-13,-84
119,0,5000,4,122,1.14140296,3,58
180,1,5000,4,174,1.624078989,-6,82
52,1,5000,4,36,1.82407093,-16,-120
55,1,100,4,52,0.812389851,-3,-54
73,0,50,4,71,1.423712015,-2,60
26,0.15,100,4,37,0.859459877,11,-62
150,0,100,4,150,1.047636986,0,-16
144,0,50,4,146,1.011983871,2,66
84,1,100,4,62,0.635807991,-22,-40
42,0.15,100,4,63,1.117917776,21,-112
6,0.15,5000,4,174,2.541753054,-12,154
153,0,100,4,150,2.211964846,-3,82
58,0,5000,4,60,0.811980963,2,-18
20,1,50,4,26,0.717865944,6,-36
76,0,5000,4,66,1.130141973,-10,-110
70,0,50,4,63,1.765007019,-7,50
30,0.15,50,4,39,1.117876053,9,-114
22,0,5000,4,14,1.165303946,-8,-104
157,1,50,4,150,1.364979982,-7,46
17,1,50,4,26,0.706496954,9,-48
120,0,5000,4,131,1.106446981,11,64
100,0,5000,4,109,1.000440836,9,72
79,0,5000,4,70,1.494578123,-9,-54
91,0,5000,4,99,1.247254133,8,56
71,0.15,100,4,77,1.023764133,6,-60
21,1,100,4,21,2.01197505,0,-142
55,0.15,5000,4,44,1.200206995,-11,-76
56,1,50,4,128,1.635522127,72,56
111,0,100,4,128,0.671206951,17,120
55,1,5000,4,61,0.929625034,6,-2
75,1,50,4,70,0.800575972,-5,-64
151,0.15,5000,4,102,1.529642105,-49,46
137,0,5000,4,139,1.941392899,2,6
39,1,5000,4,41,0.930027008,2,-76
48,0,100,4,51,1.094703913,3,-76
6,0,5000,4,2,1.835621834,-4,-168
36,0.15,50,4,44,1.364935875,8,-20
15,0,5000,4,22,1.659461975,7,-70
157,1,5000,4,150,1.70600605,-7,-6
106,0.15,100,4,122,0.729640961,16,16
105,0.15,100,4,143,0.81199193,38,132
18,0.15,100,4,23,1.129652977,5,-76
64,0.15,100,4,56,1.541486025,-8,-110
111,0,50,4,122,0.659553051,11,42
67,0,5000,4,56,0.976695061,-11,-46
127,0,100,4,129,0.988452196,2,-46
152,0,50,4,144,1.447550058,-8,124
69,1,50,4,NaN,0,NaN,0
102,0,50,4,120,0.894706011,18,42
133,1,50,4,136,2.141687155,3,74
110,0,100,4,134,0.694760084,24,-42
14,0.15,100,4,149,0.917871952,-45,136
28,0,5000,4,25,0.658995152,-3,-128
47,0,50,4,20,0.894586086,-27,-98
176,1,5000,4,34,1.494699001,38,-70
96,0.15,5000,4,116,0.671060801,20,42
93,1,50,4,105,0.74138999,12,38
21,0,100,4,15,1.906205893,-6,-22
152,0,100,4,156,0.671066046,4,32
173,0,5000,4,159,1.518089056,-14,116
142,0,50,4,141,1.635492086,-1,4
118,1,100,4,135,1.223974943,17,-28
54,0.15,5000,4,56,1.788388968,2,-64
15,0.15,50,4,40,0.988446951,25,-32
129,1,50,4,132,1.141733885,3,124
170,1,5000,4,109,1.070827961,-61,46
172,1,100,4,168,0.917856932,-4,34
63,1,100,4,2,1.082756042,-61,-54
11,0.15,100,4,15,0.906518936,4,-118
19,0.15,100,4,35,1.34138298,16,-82
99,0,100,4,111,1.164902925,12,-16
123,0,5000,4,134,1.741382122,11,-36
64,1,50,4,58,1.847530127,-6,-6
114,1,50,4,124,0.706130981,10,32
35,0,50,4,104,0.988570929,69,-52
17,0.15,50,4,32,1.18882823,15,-74
150,0.15,5000,4,127,1.447278976,-23,116
68,0.15,50,4,55,0.74136591,-13,-44
68,0.15,100,4,54,0.941586971,-14,-112
159,1,50,4,142,0.918242931,-17,62
101,1,50,4,132,0.824115992,31,30
100,1,5000,4,117,1.870820999,17,-58
114,0.15,50,4,114,1.659064054,0,94
56,0,5000,4,54,1.200269938,-2,-14
23,1,100,4,26,2.200310946,3,-52
91,0,50,4,90,0.694615126,-1,28
148,0.15,5000,4,140,2.529607058,-8,-36
122,0,5000,4,147,1.600477934,25,134
158,1,5000,4,137,1.423734188,-21,-16
67,1,100,4,64,0.753134966,-3,-54
99,1,100,4,128,2.317612171,29,24
129,1,50,4,146,1.518280983,17,72
15,1,100,4,35,0.976691961,20,-32
10,0.15,50,4,167,2.541328907,-23,130
161,0.15,50,4,18,1.376936913,37,-106
88,0.15,100,4,97,1.435521126,9,54
134,0,100,4,127,1.223947048,-7,-10
173,0.15,5000,4,177,2.024107933,4,14
35,0,100,4,28,0.941792011,-7,-92
1,0.15,5000,4,NaN,0,NaN,0
135,0.15,100,4,134,0.871124983,-1,126
57,1,100,4,47,0.824141026,-10,-16
30,1,5000,4,30,1.047354937,0,-104
68,0,100,4,NaN,0,NaN,0
31,0,100,4,27,1.870815039,-4,-106
40,1,100,4,57,0.788691044,17,-60
155,0.15,50,4,143,0.741436958,-12,16
5,1,50,4,26,0.670794964,21,-144
148,0.15,50,4,138,1.118026018,-10,74
38,1,5000,4,36,1.353368998,-2,-56
126,0,50,4,134,1.153100967,8,-22
3,0.15,100,4,180,2.294335127,-3,74
96,0.15,50,4,101,1.259047031,5,90
162,0,100,4,153,0.647297144,-9,54
21,1,5000,4,32,0.847288132,11,-134
6,0,50,4,14,1.471049786,8,-66
23,0,5000,4,22,1.870834827,-1,-80
140,0,5000,4,131,2.070813894,-9,-44
91,0.15,50,4,116,1.094696999,25,96
91,0.15,50,4,106,1.741809845,15,38
37,0.15,50,4,52,1.612392902,15,-26
2,0.15,100,4,22,2.012068033,20,-40
63,0.15,5000,4,44,1.576689005,-19,-132
139,0.15,100,4,153,2.02376914,14,140
4,0.15,50,4,19,0.894332886,15,-134
179,0,50,4,6,2.024148941,7,-112
80,1,5000,4,82,1.858939886,2,-22
128,1,100,4,116,0.894336939,-12,42
168,0,5000,4,137,0.941782951,-31,70
134,0,50,4,127,1.376707077,-7,90
60,0,5000,4,NaN,0,NaN,0
149,0.15,50,4,103,2.294363022,-46,60
138,0.15,100,4,113,1.082576036,-25,-24
122,0,100,4,135,0.859050035,13,-28
170,1,50,4,148,0.682577848,-22,28
37,0.15,50,4,44,1.094470978,7,-28
95,0,100,4,118,1.565028191,23,110
68,0.15,5000,4,75,1.670786142,7,12
52,0.15,50,4,54,0.894351959,2,-80
136,1,50,4,134,1.588873148,-2,78
56,1,5000,4,65,1.070804119,9,-68
20,1,100,4,25,1.235518932,5,-92
50,0.15,50,4,41,0.965431213,-9,-86
132,0,100,4,132,0.553575993,0,-38
113,0,50,4,132,0.976724148,19,68
161,0.15,100,4,142,0.706242085,-19,50
118,0.15,5000,4,124,0.906481028,6,-32
38,1,100,4,44,0.835930824,6,-62
54,1,100,4,57,0.706333876,3,46
115,0.15,5000,4,117,1.447296858,2,18
45,0.15,50,4,94,1.447513103,49,-72
24,1,5000,4,44,0.717988014,20,-36
26,0.15,5000,4,36,1.365082026,10,-66
63,1,50,4,NaN,0,NaN,0
119,1,100,4,116,1.118281841,-3,96
78,0.15,50,4,NaN,0,NaN,0
12,1,100,4,138,0.835982084,-54,60
132,0,5000,4,128,2.082643986,-4,66
71,1,5000,4,72,2.55313611,1,-104
62,0.15,50,4,53,0.823659897,-9,40
109,0,50,4,NaN,0,NaN,0
166,0.15,5000,4,168,0.894335985,2,50
36,0,50,4,NaN,0,NaN,0
165,0,5000,4,NaN,0,NaN,0
100,1,5000,4,113,0.706136942,13,46
33,1,5000,4,NaN,0,NaN,0
73,0,50,4,NaN,0,NaN,0
66,0.15,5000,4,73,0.776803017,7,30
21,1,100,4,NaN,0,NaN,0
30,0.15,5000,4,NaN,0,NaN,0
95,1,100,4,NaN,0,NaN,0
77,0.15,5000,4,NaN,0,NaN,0
122,1,50,4,122,1.564926147,0,114
167,1,100,4,21,1.776631117,34,-42
145,1,50,4,NaN,0,NaN,0
32,0,100,4,40,1.682583094,8,-16
104,1,5000,4,111,2.153157949,7,-22
149,0,5000,4,135,0.78846097,-14,18
24,0,50,4,50.5,1.600212812,26.5,-76.5
40,0.15,5000,4,34,1.471208811,-6,-136
19,0,5000,4,162,0.964937925,-37,98
144,1,100,4,148,1.083020926,4,56
48,0,5000,4,48,1.023759842,0,-108
50,1,50,4,66,1.564921141,16,-40
95,1,50,4,93,1.08257699,-2,82
146,0.15,50,4,143,2.129815817,-3,44
146,1,50,4,128,0.670921087,-18,-38
78,0,50,4,74,1.070913076,-4,-6
34,0.15,5000,4,50,0.729868174,16,-52
39,0,50,4,47,1.259078979,8,-128
156,0.15,5000,4,134,1.105849981,-22,114
150,0,50,4,142,0.78844595,-8,74
141,0.15,5000,4,136,0.718245983,-5,58
169,0,100,4,152,0.953160048,-17,90
41,0,5000,4,42,2.211970091,1,-134
139,0.15,100,4,135,1.212508202,-4,122
111,1,50,4,105,1.20037508,-6,-48
134,0.15,50,4,110,0.894430876,-24,-8
23,0.15,5000,4,6,1.894613981,-17,-98
139,1,50,4,118,0.741410017,-21,44
173,1,50,4,135,0.859025002,-38,68
46,0.15,50,4,59,1.671220064,13,22
155,1,100,4,146,0.753251076,-9,22
86,1,100,4,85,0.83554101,-1,42
45,0.15,50,4,47,2.188437939,2,-90
24,0.15,50,4,37,0.69432807,13,-126
39,0.15,50,4,34,1.000303984,-5,-86
82,0,50,4,82,0.894658804,0,10
60,0,50,4,60,0.741657019,0,52
108,1,5000,4,109,0.870764017,1,46
90,1,5000,4,88,0.953169107,-2,-46
31,0,50,4,34,1.400326014,3,-22
24,0,50,4,37,1.635518074,13,-96
111,0.15,50,4,103,0.564940929,-8,-14
130,0.15,5000,4,NaN,0.941404104,NaN,0
98,0.15,5000,4,102,1.03580308,4,-68
9,0.15,50,4,170,1.365295887,-19,106
98,0.15,50,4,NaN,0,NaN,0
93,0.15,100,4,90,0.941423893,-3,-66
10,1,5000,4,12,1.094463825,2,-94
44,1,100,4,9,1.541897058,-35,-2
77,0.15,5000,4,77,1.129616976,0,-22
71,0,50,4,68,1.07130599,-3,-98
106,0.15,5000,4,114,0.670733213,8,34
105,0.15,5000,4,NaN,0,NaN,0
159,1,50,4,129,1.282668829,-30,-46
25,0.15,100,4,16,1.753399134,-9,-4
113,1,100,4,116,0.812458038,3,48
49,0.15,50,4,62,0.906103849,13,-16
121,0.15,50,4,136,0.906138897,15,74
119,0,5000,4,128,1.294343948,9,-48
113,0,5000,4,111,1.564924955,-2,98
88,0,100,4,93,1.764938116,5,-60
118,0,50,4,110,1.353200912,-8,-8
109,0,50,4,NaN,0,NaN,0
180,0,50,4,30,1.729887009,30,-44
98,0.15,5000,4,101,0.788470984,3,34
112,1,5000,4,115,2.164937973,3,78
154,0,5000,4,136,1.083069086,-18,12
43,0,50,4,53,0.623745203,10,10
19,0,100,4,27,1.047250032,8,-110
56,0.15,100,4,49,1.176666021,-7,-114
145,0.15,50,4,130,1.235821009,-15,10
160,0,50,4,140,0.89447093,-20,68
116,0,50,4,114,1.647539854,-2,106
8,0.15,100,4,13,0.988466978,5,-50
148,0,100,4,120,1.235532045,-28,-14
80,0,100,4,70,0.624028921,-10,14
81,0,100,4,81,0.706114054,0,-52
45,1,50,4,47,1.506618977,2,-70
111,1,100,4,113,0.918271065,2,-14
37,0,100,4,24,1.812189102,-13,-146
8,1,100,4,14,0.917863131,6,-50
113,0.15,5000,4,118,1.929649115,5,26
104,0.15,100,4,116,1.08254981,12,-40
163,0,5000,4,160,2.03552413,-3,54
29,1,100,4,33,1.600589037,4,22
111,1,5000,4,117,0.635523081,6,18
8,0.15,100,4,4,2.117851973,-4,-162
179,0.15,5000,4,4,1.353146076,5,-76
114,1,50,4,118,0.800219059,4,16
126,0,100,4,133,1.341398954,7,-42
168,0,5000,4,156,2.23540616,-12,136
147,0,100,4,152,0.917933941,5,84
33,1,5000,4,40,0.612123013,7,-38
24,0,5000,4,32,1.894351006,8,-30
119,0,100,4,132,1.023692846,13,-44
154,0,50,4,145,2.117895126,-9,132
40,1,50,4,25,1.506360054,-15,-128
171,1,5000,4,142,1.165035009,-29,24
139,0,5000,4,130,0.553273916,-9,26
47,0.15,5000,4,52,0.600492001,5,-22
62,0,100,4,NaN,0,NaN,0
20,0,100,4,21,0.882842064,1,-16
15,0.15,100,4,28,1.070796013,13,-96
59,0,5000,4,61,0.694590092,2,18
59,1,50,4,65,1.306220055,6,-72
83,0,100,4,73,0.964921951,-10,-90
27,1,100,4,28,1.106114864,1,-92
18,1,100,4,18,2.047269821,0,-54
139,0,5000,4,136,1.177094936,-3,128
72,0.15,50,4,136.5,2.023841858,64.5,73.5
103,1,5000,4,119.5,2.129622936,16.5,-14.5
170,0,50,4,144,1.52975893,-26,88
20,0,50,4,31,2.42374897,11,-102
146,0,50,4,139,0.788475037,-7,22
76,0.15,100,4,65,0.670938969,-11,-62
81,1,5000,4,64,1.176944971,-17,-106
152,1,50,4,144,2.106446981,-8,80
68,0.15,5000,4,60,2.035612822,-8,-32
59,1,100,4,68,1.20024395,9,-88
94,0.15,100,4,82,2.329741955,-12,-24
167,1,5000,4,159,1.223999023,-8,148
58,0.15,50,4,55,0.741416931,-3,-44
160,0.15,100,4,152,0.84753418,-8,-14
146,1,50,4,132,0.894445181,-14,52
53,1,100,4,58,0.588610172,5,-44
86,0.15,100,4,71,1.494593859,-15,-104
88,0.15,100,4,88,1.011989832,0,68
84,1,50,4,92,0.941387892,8,24
46,0,100,4,72,2.494323015,26,-6
11,0.15,50,4,22,0.694447994,11,-40
58,0.15,50,4,54,0.835726976,-4,-122
80,0.15,5000,4,69,1.11787796,-11,56
82,0.15,100,4,71,1.141780853,-11,-82
39,1,5000,4,48,2.282561064,9,-70
46,0.15,50,4,42,1.235794067,-4,-62
102,1,100,4,120,1.835787058,18,46
32,0,100,4,57,0.953454018,25,-10
90,0.15,5000,4,81,2.118120193,-9,44
65,0.15,100,4,86,1.529665947,21,-38
110,1,5000,4,115,0.824037075,5,72
15,0,100,4,41,1.494451046,26,-96
43,1,5000,4,43,0.717983961,0,-120
88,1,5000,4,80,0.647279978,-8,-40
172,0,100,4,162,1.294545889,-10,90
80,0,5000,4,80,1.341580868,0,72
170,0.15,100,4,151,0.965324879,-19,88
161,0,50,4,156,2.059300184,-5,22
47,1,5000,4,48,1.683069944,1,-8
59,1,5000,4,65,1.588764906,6,-68
93,0.15,50,5,NaN,0,NaN,0
112,0.15,100,5,153,1.376559019,41,-22
23,0.15,5000,5,14,1.270979881,-9,-132
41,1,50,5,11,1.365067959,-30,-122
75,1,100,5,44,1.729691029,-31,34
105,0.15,5000,5,113,2.459525108,8,82
157,0,50,5,154,0.859251976,-3,106
124,1,5000,5,139,1.811982155,15,16
85,0.15,100,5,73,0.97706604,-12,2
115,0.15,100,5,144,1.294696808,29,-24
169,0,5000,5,148,0.764930964,-21,22
156,0.15,5000,5,NaN,1.188854933,NaN,0
109,0.15,5000,5,118,1.447277069,9,84
40,1,5000,5,45,2.282540083,5,16
4,0,5000,5,30,2.04738307,26,-114
70,1,50,5,39,2.012084961,-31,-18
99,0,50,5,66,1.082911968,-33,52
9,1,50,5,25,1.482583046,16,-34
162,1,5000,5,157,2.259173155,-5,154
172,1,5000,5,168,2.070843935,-4,80
162,0,100,5,155,2.01235795,-7,130
32,1,5000,5,27,2.447350979,-5,-50
29,0.15,50,5,26,0.788600206,-3,-28
20,0.15,100,5,18,2.541384935,-2,-158
148,0,50,5,146,1.176668882,-2,-8
116,1,5000,5,139,0.706102133,23,-26
44,0,100,5,156,1.470793962,-68,134
77,1,100,5,147,1.188462019,70,26
62,0,100,5,51,1.094329119,-11,30
147,0.15,50,5,151,1.000443935,4,8
175,0.15,50,5,171,0.976697922,-4,96
42,0,100,5,48,0.623919964,6,-22
47,1,50,5,42,1.565354824,-5,-16
130,0.15,100,5,168,1.435514927,38,10
11,0,100,5,18,0.788446903,7,-116
147,0.15,5000,5,167,1.294361115,20,150
94,1,50,5,129,2.212216854,35,-26
11,0.15,100,5,25,2.247370958,14,2
173,0.15,5000,5,157,1.494337797,-16,68
19,0,100,5,18,1.894310951,-1,-96
65,1,50,5,26,1.988477945,-39,-46
168,0,50,5,155,1.176881075,-13,-16
117,1,50,5,132,1.04756403,15,12
151,0,50,5,148,1.094303846,-3,82
104,0,5000,5,133,2.117845774,29,76
128,0,50,5,152,1.400635958,24,-16
84,1,100,5,70,1.83551693,-14,-100
34,1,100,5,12,1.223759174,-22,-150
81,1,5000,5,51,1.282817125,-30,46
29,1,50,5,20,1.13013196,-9,-36
72,0,50,5,83,0.812372923,11,68
1,1,5000,5,128,1.353438854,-53,78
133,0,5000,5,143,1.106501102,10,106
39,0,50,5,36,2.553226948,-3,-110
6,1,100,5,15,1.847674847,9,6
75,1,50,5,52,1.624174118,-23,42
108,0,50,5,117,1.376782894,9,68
145,0.15,5000,5,145,1.059455872,0,74
47,1,5000,5,37,2.059015989,-10,-108
70,0,100,5,61,1.529616117,-9,-24
41,0,50,5,18,0.824151039,-23,-116
46,0,100,5,46,0.741860151,0,-54
164,0.15,100,5,162,1.423760891,-2,84
6,0,5000,5,17,1.576850891,11,-60
20,1,100,5,15,1.506378889,-5,-88
129,0.15,100,5,26,0.647310019,77,-36
10,1,50,5,15,1.035525799,5,-144
99,1,50,5,106,0.941697836,7,4
177,1,5000,5,150,1.800611019,-27,10
18,1,100,5,103,2.129642963,85,8
23,0,100,5,25,1.3414011,2,8
171,1,100,5,166,1.353163958,-5,144
151,1,100,5,145,1.035511971,-6,-10
167,0,5000,5,171,1.976675034,4,148
35,0.15,100,5,53,1.859057903,18,-36
38,1,50,5,46,2.435907841,8,-68
50,1,100,5,40,1.51786685,-10,-32
97,0,5000,5,141,0.729659081,44,-30
6,0,50,5,28,2.106374025,22,-92
45,0,5000,5,34,1.470812798,-11,-32
136,0.15,50,5,161,2.541372061,25,104
112,1,100,5,26,1.835510969,-86,-142
167,0.15,50,5,168,1.400406837,1,-2
41,0,50,5,34,2.223801136,-7,-128
72,0,5000,5,47,1.294728994,-25,42
43,0,5000,5,50,2.2707932,7,-6
20,1,50,5,23,0.965046883,3,8
14,0.15,5000,5,22,1.165189981,8,-28
112,1,5000,5,131,1.988461971,19,94
157,0.15,50,5,172,0.553143978,15,26
56,0,50,5,55,0.94139719,-1,46
47,0.15,100,5,36,1.65905118,-11,26
20,1,50,5,37,1.141419172,17,-12
129,1,50,5,39,1.130023003,90,-32
103,0.15,50,5,45,1.306092978,-58,-100
156,0,5000,5,149,2.329658985,-7,64
55,0.15,5000,5,56,1.364804029,1,-78
49,0.15,50,5,50,0.659172058,1,-50
173,0,100,5,168,2.294724941,-5,90
30,0,50,5,27,1.106091976,-3,-50
6,0.15,100,5,33,0.764928818,27,-70
44,0.15,5000,5,48,0.988471985,4,-14
3,0,50,5,163,1.212241888,-20,4
31,0,5000,5,36,1.09460783,5,-66
79,0,100,5,62,1.153254032,-17,-78
139,1,5000,5,147,2.07088995,8,52
145,0,100,5,141,2.153146029,-4,124
107,0.15,50,5,152,1.388734818,45,130
33,0,5000,5,17,1.400475025,-16,-138
42,0,5000,5,31,0.953257084,-11,8
153,0.15,50,5,165,2.059039116,12,76
108,0,50,5,128,1.259047985,20,14
88,1,5000,5,68,1.235605001,-20,-4
87,0,5000,5,69,1.047362089,-18,-102
135,0,100,5,138,1.011970043,3,18
119,1,5000,5,130,1.8943398,11,64
63,0.15,50,5,65,2.224167109,2,8
30,0,50,5,44,1.494324207,14,-124
105,1,100,5,42,2.294836998,-63,-128
88,0,50,5,64,1.31782794,-24,-98
51,0,50,5,47,0.764935017,-4,42
24,0.15,100,5,18,2.235507965,-6,-38
88,1,100,5,73,0.764919043,-15,58
130,0.15,5000,5,148,1.01214385,18,98
58,0,100,5,47,0.87112093,-11,10
132,1,5000,5,154,2.271195889,22,8
81,1,100,5,63,0.729562044,-18,54
179,0,50,5,6,1.635503054,7,-4
91,1,5000,5,77,0.577113152,-14,28
31,0,5000,5,17,1.364933014,-14,-54
118,0,100,5,133,1.129727125,15,-12
167,1,50,5,149,2.117872953,-18,64
48,0.15,100,5,50,1.059364796,2,-84
110,0,50,5,130,0.623860836,20,30
63,0,5000,5,54,1.388759851,-9,-24
158,0.15,100,5,53,1.412252903,75,-24
68,0.15,100,5,55.5,2.54144311,-12.5,-47.5
125,1,100,5,26,2.517997026,81,-36
165,0,100,5,38.5,2.047657967,53.5,-120.5
174,0,5000,5,172,0.859496832,-2,70
89,0,5000,5,70,1.506099939,-19,-70
60,0.15,50,5,63,0.670830011,3,-32
135,1,100,5,139,1.894315004,4,122
160,1,100,5,128,1.918217897,-32,106
86,0,5000,5,65,1.50611496,-21,-90
86,0.15,50,5,115,1.047214985,29,92
124,0.15,100,5,135,1.788464069,11,46
132,0,5000,5,150,2.482586861,18,36
47,0,5000,5,44,1.176730871,-3,-28
79,0.15,50,5,69,1.800585985,-10,-102
20,0.15,100,5,56,1.294620037,36,-64
17,1,5000,5,28,1.141396046,11,-38
143,0.15,50,5,29,1.400222063,66,-28
30,1,50,5,20,0.764930964,-10,-148
20,0.15,100,5,16,2.153156996,-4,-154
41,1,50,5,26,1.682551861,-15,-136
75,1,50,5,55,1.235497952,-20,50
143,1,5000,5,160,2.400195837,17,104
